author,headline,content
時報資訊,《台北股市》盤中焦點股：事欣科、大同、廣運、川湖、聯發科、雲品,"【時報-台北電】盤中焦點股：
1.事欣科(4916)：巴黎航展題材助威，外資反手買超3923張，買盤踴躍衝漲停，挺進近7年高。
2.大同(2371)：能源事業助陣，成長動能俏，放量急漲8%，攻上50元歷史高。
3.廣運(6125)：熱傳散熱獲肯定，早盤快攻漲停57.8元，創近15年高價，仍有3.7萬餘人排隊買單。
4.川湖(2059)：Q2估績增兩位數，量能增溫高檔盤整結束，開盤衝漲停，衝過500元關卡。
5.聯發科(2454)：今日進行除息交易，每股將配發現金股利76元，股價開高壓回。
6.雲品(2748)：受惠即將進入暑假旺季，各事業動能正向，股價觸及漲停再創120元高峰。
7.夏都(2722)：觀光股買盤續旺，股價再強攻續創新高價。
8.宏和(1446)：紡織展昨日登場，股價跳空噴量火速登頂，34.1元衝逾8個月高。
9.南俊國際(6584)：伺服器新品點火Q3+跌幅太深，股價急拉漲停76.1元。
10.金居(8358)：AI帶動高階需求，明年營運爆發，買單進場卡位，一度勁揚5%。
11.雙鴻(3324)：今年毛利率衝高，月線支撐強激勵多方再出手，大漲4%，拚穩300元。
12.金像電(2368)：泰國設廠拚產能，投信連3買合計2747張，跳漲再創高，瞄準150元。
13.建準(2421)：看好後市，投信積極買進，早盤逆勢攻高2%，走強5日線上。
14.貿聯-KY(3665)：擺脫谷底，營收拚季季增，三大法人齊偏多，早盤突破295元創波段高點。
15.嘉泥(1103)：轉型旅宿服務業成果收割，迎暑假觀光旺季，跳空大漲4%。
16.中鋼(2002)：國際鋼市復甦不如預期，調降7月、第3季盤價，盤初股價開平走弱。
17.東陽(1319)：AM汽零市場需求好轉+下半年OEM市場有大陸兩座專攻新能源車新廠陸續量產，下半年業績可望超車上半年，盤初強彈逾3%，飆過5日線。
18.永豐餘(1907)：昨土洋法人持續對作，且外資賣超力道仍勝過投信買超，惟今日將召開股東會，盤初股價仍彈升逾2%暖場。
19.寶雅(5904)：今年前5月營收寫同期新高，法人估全年營收可望突破200億元，外資連6日買超計751張，盤初股價逆漲收復5日線。
20.台積電(2330)：傳試產蘋果、輝達2奈米單，但昨三大法人轉賣超1,876張，盤初股價貼近平盤狹幅震盪。
21.東台(4526)：風電、航太及電動車等訂單增長，H2營收轉正可期，一度急拉大漲5%，站穩五日線高檔區。
22.中砂(1560)：股東會今日登場，三大法人反手買超卡位，價量俱揚拚返130元及五日線。
23.伍豐(8076)：迎疫後紅利，後市吃香，帶量急彈半根停板，重登40元站高崗。
24.宜鼎(5289)：AI題材加持，外資連買相挺，一度挺進天價366元。
25.中興電(1513)：前五月接單報喜，外資連三日敲進、累破2.1萬張，帶量攻高5%，再寫天價138元。
26.瑞軒(2489)：電視價格調漲，營運將逐季上揚，股價逆漲。
27.盛達(3027)：昨獲三大法人齊買，盤初走揚約2%，惟調節賣壓再度現蹤，壓低股價翻黑。
28.鳳凰(5706)：股東會周一通過股息0.3元，今年營收拚返疫前7成，股價開高。
29.M31(6643)：今年獲利有望寫新高、明年營運看續成長，股價攀高至994元。
30.華航(2610)：看好商務與觀光需求，9月增熊本航線，但短線漲多，股價開高走低。
31.漢翔(2634)：三大業務暢旺，營運拚逐季向上，股價震盪續創高。
32.長榮海(2603)：逾240億買下長榮新加坡100%股權，有利航線船隊配置優化，股價穩揚。
33.創意(3443)：受惠AI效應，業績成長力道看旺，股價再創高後翻黑。
34.京元電(2449)：聯電6月來已處分京元電逾1.1萬張持股，處分收益8990萬元，京元電隨台股在5日線下整理。
35.群創(3481)：報價止跌回溫，第三季價格更可望繼續走揚，昨三大法人狂掃103509張，但今早多頭腿軟，股價回落約1.5%。
36.東元(1504)：受惠全球馬達及機電設備需求暢旺，加上儲能等能源工程訂單水位提升，預期今年能達成三年前設定的「三年營收成長200億元」目標，盤初帶量彈升逾2%。(編輯：李慧蘭)"
財訊快報,熱門股：金居(8358)、茂迪(6244)、夏都(2722)、廣運(6125)、事欣科(4916),金居(8358)：AI伺服器強調的高速運算帶動特殊銅箔的需求，將持續擴大AI伺服器出貨。早盤漲幅約3%，股價來到62.6元。茂迪(6244)：大尺寸M10的TOPCon產線，明年Q1可望全面量產，Q2為谷底，全年營運拚較去年成長。早盤開高震盪拉高，股價最高來到35.3元。夏都(2722)：啟動飯店布局，興建恆春夏都預計2025開幕，暑期將至預料帶動飯店住房率與平均房價齊揚。早盤延續強勢，再度拉上漲停板。廣運(6125)：CDU液冷散熱獲英特爾認證，解熱能力達千瓦等級，有利於後續接單。早盤延續強勢，拉第二根漲停板事欣科(4916)：巴黎航展題材之下獲得外資買盤，股價開高震盪攻上漲停，創近7年高。(周佳蓉)
財訊快報,熱門股：金居(8358)、茂迪(6244)、夏都(2722)、廣運(6125)、事欣科(4916),金居(8358)：AI伺服器強調的高速運算帶動特殊銅箔的需求，將持續擴大AI伺服器出貨。早盤漲幅約3%，股價來到62.6元。茂迪(6244)：大尺寸M10的TOPCon產線，明年Q1可望全面量產，Q2為谷底，全年營運拚較去年成長。早盤開高震盪拉高，股價最高來到35.3元。夏都(2722)：啟動飯店布局，興建恆春夏都預計2025開幕，暑期將至預料帶動飯店住房率與平均房價齊揚。早盤延續強勢，再度拉上漲停板。廣運(6125)：CDU液冷散熱獲英特爾認證，解熱能力達千瓦等級，有利於後續接單。早盤延續強勢，拉第二根漲停板事欣科(4916)：巴黎航展題材之下獲得外資買盤，股價開高震盪攻上漲停，創近7年高。(周佳蓉)
財訊快報,熱門股：金居(8358)、茂迪(6244)、夏都(2722)、廣運(6125)、事欣科(4916),金居(8358)：AI伺服器強調的高速運算帶動特殊銅箔的需求，將持續擴大AI伺服器出貨。早盤漲幅約3%，股價來到62.6元。茂迪(6244)：大尺寸M10的TOPCon產線，明年Q1可望全面量產，Q2為谷底，全年營運拚較去年成長。早盤開高震盪拉高，股價最高來到35.3元。夏都(2722)：啟動飯店布局，興建恆春夏都預計2025開幕，暑期將至預料帶動飯店住房率與平均房價齊揚。早盤延續強勢，再度拉上漲停板。廣運(6125)：CDU液冷散熱獲英特爾認證，解熱能力達千瓦等級，有利於後續接單。早盤延續強勢，拉第二根漲停板事欣科(4916)：巴黎航展題材之下獲得外資買盤，股價開高震盪攻上漲停，創近7年高。(周佳蓉)
財訊快報,熱門股：金居(8358)、茂迪(6244)、夏都(2722)、廣運(6125)、事欣科(4916),金居(8358)：AI伺服器強調的高速運算帶動特殊銅箔的需求，將持續擴大AI伺服器出貨。早盤漲幅約3%，股價來到62.6元。茂迪(6244)：大尺寸M10的TOPCon產線，明年Q1可望全面量產，Q2為谷底，全年營運拚較去年成長。早盤開高震盪拉高，股價最高來到35.3元。夏都(2722)：啟動飯店布局，興建恆春夏都預計2025開幕，暑期將至預料帶動飯店住房率與平均房價齊揚。早盤延續強勢，再度拉上漲停板。廣運(6125)：CDU液冷散熱獲英特爾認證，解熱能力達千瓦等級，有利於後續接單。早盤延續強勢，拉第二根漲停板事欣科(4916)：巴黎航展題材之下獲得外資買盤，股價開高震盪攻上漲停，創近7年高。(周佳蓉)
財訊快報,熱門股：金居(8358)、茂迪(6244)、夏都(2722)、廣運(6125)、事欣科(4916),金居(8358)：AI伺服器強調的高速運算帶動特殊銅箔的需求，將持續擴大AI伺服器出貨。早盤漲幅約3%，股價來到62.6元。茂迪(6244)：大尺寸M10的TOPCon產線，明年Q1可望全面量產，Q2為谷底，全年營運拚較去年成長。早盤開高震盪拉高，股價最高來到35.3元。夏都(2722)：啟動飯店布局，興建恆春夏都預計2025開幕，暑期將至預料帶動飯店住房率與平均房價齊揚。早盤延續強勢，再度拉上漲停板。廣運(6125)：CDU液冷散熱獲英特爾認證，解熱能力達千瓦等級，有利於後續接單。早盤延續強勢，拉第二根漲停板事欣科(4916)：巴黎航展題材之下獲得外資買盤，股價開高震盪攻上漲停，創近7年高。(周佳蓉)
時報資訊,《台北股市》盤中焦點股：漢翔、華擎、台亞、廣運、緯創、川湖,"【時報-台北電】盤中焦點股：
1.漢翔(2634)：在巴黎航展傳捷報，將進帳逾30億元，股價早盤再創新67.3元新高。
2.貿聯-KY(3665)：走出谷底，Q2後營收增溫，早盤大漲4%，邁開步伐跨過300元。
3.華擎(3515)：昨一日填息達陣，新品利多助威H2營運，晨盤續攻高4%，續寫波段高。
4.台亞(2340)：下半年營收有機會恢復到2021年下半年水準，全年力拼50億元、年增挑戰1成，加上第三代半導體將量產，急奔漲停。
5.廣運(6125)：液冷散熱獲英特爾肯定消息激勵，股價連3拉漲停，63.5元續登15年新高。
6.緯創(3231)：輝達股價再攀高，外資連三日買超，股價重登80元關卡。
7.事欣科(4916)：軍工題材續旺，股價再攀新高進逼50元。
8.富驊(5465)：與北美伺服器廠合作開發的伺服器產品可望在2024年首季前量產出貨，股價再攻高。
9.金居(8358)：AI題材持續發酵，開盤後秀出半根漲停板，創三個多月高點。
10.川湖(2059)：伺服器滑軌沾上AI題材，無視長假將至，開盤跳空漲停。
11.健鼎(3044)：車用、伺服器、HDI應用轉強，H2看俏，彈高2.5%，蓄勢攻月線。
12.驊宏資(6148)：5月營收噴發，急攻漲停，重登50元高檔區。
13.嘉澤(3533)：受惠英特爾、超微兩大平台新品搶市，早盤重返9字頭，突破季線。
14.邑錡(7402)：巴黎航展開幕，軍工概念股受惠，早盤奔漲停87.6元，股價寫近6年高。
15.富野(2736)：觀光股買盤續旺，股價一度再攻漲停續創新高價。
16.雲品(2748)：受惠即將進入暑假旺季，股價再創高後翻黑。
17.亞德客-KY(1590)：接單強勁，Q2營運優於去年同期，逆勢強彈2.5%，重返五日線。
18.英業達(2356)：AI伺服器題材夯，外資連3買相挺，回神反彈4%，重返五日線。
19.永豐餘(1907)：股東會順利落幕，投信連三日買超合4.76萬張，碳權題材點火，晨揚3.5%，日K連2紅。
20.雄順(2073)：專業線材加工新兵今以每股22元上櫃，晨盤大漲逾5成，蜜月行情強悍。
21.雷虎(8033)：自結5月虧損200萬元，每股虧損0.01元，股價開高下壓。
22.華紙(1905)：碳權交易所7月上路，概念股攻勢再起，今日放量大漲近4%，逼近前高30.05元。
23.天方能源(3073)：今日起恢復櫃檯買賣，股價強鎖漲停。
24.創意(3443)：高價IC設計股節前賣壓出籠，股價隨台積電跌落5日均線。
25.東陽(1319)：搶攻新能源車商機，市場正面肯定，攻高逾3%，強於55元之上。
26.安鈦克(6276)：多頭發動快攻，盤初急攻漲停，拚戰前高43.25元。
27.泰茂(2230)：5月業績亮眼，獲外資連2買，急攻漲停後遭調節，股價翻黑。
28.大立光(3008)：iphone 15新機效應，晨盤股價小漲，上攻半年線後下壓。
29.富邦媒(8454)：618單日業績暴增4倍創新高，股價已在低檔，多方伺起攻高逾2%觸及675元。
30.華研(8446)：今年海外巡演全年估會有30場，早盤股價平盤震盪。（編輯：沈培華）"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價63.5元，成交14,633張","廣運(6125-TW)21日09:07上漲5.7元，股價漲停報63.5元，委買2張、委賣1,010張，成交14,633張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌2.94%。
廣運(6125-TW)近5日股價上漲27.59%，櫃買指數下跌0.26%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-2,854 張
外資買賣超：-2,538 張
投信買賣超：0 張
自營商買賣超：-316 張
融資增減：+2,152 張
融券增減：+354 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至62.7元，漲幅達8.48%
【量大強漲股整理】端午會變盤? 股輪動快速下，該如何掌握選股的節奏?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價63.5元，成交14,633張","廣運(6125-TW)21日09:07上漲5.7元，股價漲停報63.5元，委買2張、委賣1,010張，成交14,633張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌2.94%。
廣運(6125-TW)近5日股價上漲27.59%，櫃買指數下跌0.26%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-2,854 張
外資買賣超：-2,538 張
投信買賣超：0 張
自營商買賣超：-316 張
融資增減：+2,152 張
融券增減：+354 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至62.7元，漲幅達8.48%
【量大強漲股整理】端午會變盤? 股輪動快速下，該如何掌握選股的節奏?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
更多鉅亨報導"
中央社,【公告】廣運代重要子公司金運-112年股東常會重要決議,"日 期：2023年06月20日
公司名稱：廣運 (6125)
主 旨：代重要子公司金運-112年股東常會重要決議
發言人：沈麗娟
說 明：
1.股東常會日期:112/06/20
2.重要決議事項一、盈餘分配或盈虧撥補:承認本公司111年度盈餘分配表案。
3.重要決議事項二、章程修訂:通過。
4.重要決議事項三、營業報告書及財務報表:承認111年度決算表冊案。
5.重要決議事項四、董監事選舉:無。
6.重要決議事項五、其他事項:
(1) 修訂本公司「章程」案:通過。
(2) 修訂本公司『取得或處分資產處理程序』案:通過。
(3) 資本公積配發股東紅利案:通過。
7.其他應敘明事項:無。"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張","廣運(6125-TW)20日09:02上漲5.2元，股價漲停報57.8元，委買2,771張，成交1,756張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲1.05%。
廣運(6125-TW)近5日股價上漲23.04%，櫃買指數上漲1.29%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,960 張
外資買賣超：-2,063 張
投信買賣超：0 張
自營商買賣超：+103 張
融資增減：+947 張
融券增減：+406 張
最新相關新聞
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
【量大強漲股整理】台股不要預設高點!法人盤主導軋空行情!
盤中速報 - 廣運(6125)股價大漲至45.75元，漲幅達7.02%
〈台股盤後〉權值股台積電、鴻海力挺多頭 漲68點收16955點 一度兵臨萬七城下
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價63.5元，成交14,633張","廣運(6125-TW)21日09:07上漲5.7元，股價漲停報63.5元，委買2張、委賣1,010張，成交14,633張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌2.94%。
廣運(6125-TW)近5日股價上漲27.59%，櫃買指數下跌0.26%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-2,854 張
外資買賣超：-2,538 張
投信買賣超：0 張
自營商買賣超：-316 張
融資增減：+2,152 張
融券增減：+354 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至62.7元，漲幅達8.48%
【量大強漲股整理】端午會變盤? 股輪動快速下，該如何掌握選股的節奏?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價63.5元，成交14,633張","廣運(6125-TW)21日09:07上漲5.7元，股價漲停報63.5元，委買2張、委賣1,010張，成交14,633張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌2.94%。
廣運(6125-TW)近5日股價上漲27.59%，櫃買指數下跌0.26%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-2,854 張
外資買賣超：-2,538 張
投信買賣超：0 張
自營商買賣超：-316 張
融資增減：+2,152 張
融券增減：+354 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至62.7元，漲幅達8.48%
【量大強漲股整理】端午會變盤? 股輪動快速下，該如何掌握選股的節奏?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至62.7元，漲幅達8.48%,"廣運(6125-TW)21日09:02股價上漲4.9元，報62.7元，漲幅8.48%，成交6,441張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲27.59%，櫃買指數下跌0.26%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-2,854 張
外資買賣超：-2,538 張
投信買賣超：0 張
自營商買賣超：-316 張
融資增減：+2,152 張
融券增減：+354 張
最新相關新聞
【量大強漲股整理】端午會變盤? 股輪動快速下，該如何掌握選股的節奏?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價57.8元，成交1,756張
【量大強漲股整理】長假效應量縮觀望，作帳行情倒數計時，選股把握三方向!將挖掘潛力股~
盤中速報 - 廣運(6125)股價拉至漲停，漲停價52.6元，成交3,167張
【量大強漲股整理】台股不要預設高點!法人盤主導軋空行情!
更多鉅亨報導"
時報資訊,《台北股市》盤中焦點股：漢翔、華擎、台亞、廣運、緯創、川湖,"【時報-台北電】盤中焦點股：
1.漢翔(2634)：在巴黎航展傳捷報，將進帳逾30億元，股價早盤再創新67.3元新高。
2.貿聯-KY(3665)：走出谷底，Q2後營收增溫，早盤大漲4%，邁開步伐跨過300元。
3.華擎(3515)：昨一日填息達陣，新品利多助威H2營運，晨盤續攻高4%，續寫波段高。
4.台亞(2340)：下半年營收有機會恢復到2021年下半年水準，全年力拼50億元、年增挑戰1成，加上第三代半導體將量產，急奔漲停。
5.廣運(6125)：液冷散熱獲英特爾肯定消息激勵，股價連3拉漲停，63.5元續登15年新高。
6.緯創(3231)：輝達股價再攀高，外資連三日買超，股價重登80元關卡。
7.事欣科(4916)：軍工題材續旺，股價再攀新高進逼50元。
8.富驊(5465)：與北美伺服器廠合作開發的伺服器產品可望在2024年首季前量產出貨，股價再攻高。
9.金居(8358)：AI題材持續發酵，開盤後秀出半根漲停板，創三個多月高點。
10.川湖(2059)：伺服器滑軌沾上AI題材，無視長假將至，開盤跳空漲停。
11.健鼎(3044)：車用、伺服器、HDI應用轉強，H2看俏，彈高2.5%，蓄勢攻月線。
12.驊宏資(6148)：5月營收噴發，急攻漲停，重登50元高檔區。
13.嘉澤(3533)：受惠英特爾、超微兩大平台新品搶市，早盤重返9字頭，突破季線。
14.邑錡(7402)：巴黎航展開幕，軍工概念股受惠，早盤奔漲停87.6元，股價寫近6年高。
15.富野(2736)：觀光股買盤續旺，股價一度再攻漲停續創新高價。
16.雲品(2748)：受惠即將進入暑假旺季，股價再創高後翻黑。
17.亞德客-KY(1590)：接單強勁，Q2營運優於去年同期，逆勢強彈2.5%，重返五日線。
18.英業達(2356)：AI伺服器題材夯，外資連3買相挺，回神反彈4%，重返五日線。
19.永豐餘(1907)：股東會順利落幕，投信連三日買超合4.76萬張，碳權題材點火，晨揚3.5%，日K連2紅。
20.雄順(2073)：專業線材加工新兵今以每股22元上櫃，晨盤大漲逾5成，蜜月行情強悍。
21.雷虎(8033)：自結5月虧損200萬元，每股虧損0.01元，股價開高下壓。
22.華紙(1905)：碳權交易所7月上路，概念股攻勢再起，今日放量大漲近4%，逼近前高30.05元。
23.天方能源(3073)：今日起恢復櫃檯買賣，股價強鎖漲停。
24.創意(3443)：高價IC設計股節前賣壓出籠，股價隨台積電跌落5日均線。
25.東陽(1319)：搶攻新能源車商機，市場正面肯定，攻高逾3%，強於55元之上。
26.安鈦克(6276)：多頭發動快攻，盤初急攻漲停，拚戰前高43.25元。
27.泰茂(2230)：5月業績亮眼，獲外資連2買，急攻漲停後遭調節，股價翻黑。
28.大立光(3008)：iphone 15新機效應，晨盤股價小漲，上攻半年線後下壓。
29.富邦媒(8454)：618單日業績暴增4倍創新高，股價已在低檔，多方伺起攻高逾2%觸及675元。
30.華研(8446)：今年海外巡演全年估會有30場，早盤股價平盤震盪。（編輯：沈培華）"
時報資訊,《台北股市》盤中焦點股：漢翔、華擎、台亞、廣運、緯創、川湖,"【時報-台北電】盤中焦點股：
1.漢翔(2634)：在巴黎航展傳捷報，將進帳逾30億元，股價早盤再創新67.3元新高。
2.貿聯-KY(3665)：走出谷底，Q2後營收增溫，早盤大漲4%，邁開步伐跨過300元。
3.華擎(3515)：昨一日填息達陣，新品利多助威H2營運，晨盤續攻高4%，續寫波段高。
4.台亞(2340)：下半年營收有機會恢復到2021年下半年水準，全年力拼50億元、年增挑戰1成，加上第三代半導體將量產，急奔漲停。
5.廣運(6125)：液冷散熱獲英特爾肯定消息激勵，股價連3拉漲停，63.5元續登15年新高。
6.緯創(3231)：輝達股價再攀高，外資連三日買超，股價重登80元關卡。
7.事欣科(4916)：軍工題材續旺，股價再攀新高進逼50元。
8.富驊(5465)：與北美伺服器廠合作開發的伺服器產品可望在2024年首季前量產出貨，股價再攻高。
9.金居(8358)：AI題材持續發酵，開盤後秀出半根漲停板，創三個多月高點。
10.川湖(2059)：伺服器滑軌沾上AI題材，無視長假將至，開盤跳空漲停。
11.健鼎(3044)：車用、伺服器、HDI應用轉強，H2看俏，彈高2.5%，蓄勢攻月線。
12.驊宏資(6148)：5月營收噴發，急攻漲停，重登50元高檔區。
13.嘉澤(3533)：受惠英特爾、超微兩大平台新品搶市，早盤重返9字頭，突破季線。
14.邑錡(7402)：巴黎航展開幕，軍工概念股受惠，早盤奔漲停87.6元，股價寫近6年高。
15.富野(2736)：觀光股買盤續旺，股價一度再攻漲停續創新高價。
16.雲品(2748)：受惠即將進入暑假旺季，股價再創高後翻黑。
17.亞德客-KY(1590)：接單強勁，Q2營運優於去年同期，逆勢強彈2.5%，重返五日線。
18.英業達(2356)：AI伺服器題材夯，外資連3買相挺，回神反彈4%，重返五日線。
19.永豐餘(1907)：股東會順利落幕，投信連三日買超合4.76萬張，碳權題材點火，晨揚3.5%，日K連2紅。
20.雄順(2073)：專業線材加工新兵今以每股22元上櫃，晨盤大漲逾5成，蜜月行情強悍。
21.雷虎(8033)：自結5月虧損200萬元，每股虧損0.01元，股價開高下壓。
22.華紙(1905)：碳權交易所7月上路，概念股攻勢再起，今日放量大漲近4%，逼近前高30.05元。
23.天方能源(3073)：今日起恢復櫃檯買賣，股價強鎖漲停。
24.創意(3443)：高價IC設計股節前賣壓出籠，股價隨台積電跌落5日均線。
25.東陽(1319)：搶攻新能源車商機，市場正面肯定，攻高逾3%，強於55元之上。
26.安鈦克(6276)：多頭發動快攻，盤初急攻漲停，拚戰前高43.25元。
27.泰茂(2230)：5月業績亮眼，獲外資連2買，急攻漲停後遭調節，股價翻黑。
28.大立光(3008)：iphone 15新機效應，晨盤股價小漲，上攻半年線後下壓。
29.富邦媒(8454)：618單日業績暴增4倍創新高，股價已在低檔，多方伺起攻高逾2%觸及675元。
30.華研(8446)：今年海外巡演全年估會有30場，早盤股價平盤震盪。（編輯：沈培華）"
鉅亨網記者張欽發 台北,〈熱門股〉散熱及智慧倉儲接單受矚 廣運周漲32%,"廣運機械 (6125-TW) 在第三代半導體碳化矽、智慧倉儲物流設備及散熱設備技術等業務挹注，獲利可望獲得突破，本周股價拉出連續三根漲停，以 63.5 元作收，創 13 年新高，周漲 32.71%。
同時，廣運 2023 年不僅設備本業在自動化物流倉儲有穩健訂單，公共工程專案能見度也超過 1 年，加上中國子公司工廠拆遷款將挹注業外獲利 9 億元，在散熱設備及解決方案的發展也有突破，包括可用於數據中心的散熱及高密度伺服器儲存的建置的微通道水冷背門、廣運也與其陽 (3564-TW) 共同開發的雙相浸沒式冷卻系統。
廣運股價 21 日收在 63.5 元，周漲 32.71%，股價創 13 年新高，技術線型呈現多頭排列且技術指標在高檔鈍化，對多方有利，股價短線支撐在 5 日線 53.56 元。


更多鉅亨報導•廣運自動化及智慧製造進一步搶攻半導體、公共工程需求•〈焦點股〉廣運轉盈大方配股利1.62元 今爆萬張大量衝半年高價"
文／楊晴安、賴瑩綺,廣運集團創辦人謝清福：一帶一路 向外拓展新機會,"1976年，大陸經歷了多年政治動盪後，正醞釀著進入改革開放的新時代。也就在這一年，廣運集團創辦人謝清福親自打造出公司的第一台自動輸送機，奠定其公司在兩岸乃至亞歐美各地企業，未來50年自動化倉儲管理的發展。如今面對全球局勢新變局，廣運不僅不以為意，反而覺得處處是機遇。
現任蘇州台協會長的謝清福，於1998年帶領廣運集團赴蘇州投資設廠，將自動化概念引進大陸，依託大陸人口紅利，隨著時代一同起飛。儘管近年台商面臨全球供應鏈重組和布局的十字路口，但謝清福認為，大陸龐大的市場規模毫無疑問是一大優勢，加上「一帶一路」倡議，將成為廣運向外拓展的又一次新機會。
大陸自2013年推出「一帶一路」倡議至今已有十年，截至今年5月，共有152個國家、32個國際組織簽署超過200份「一帶一路」合作文件。謝清福表示，有大陸央企打頭陣，看好未來該市場發展，廣運將爭取做下包商，積極發揮各自的優勢，共享機遇。
在蘇州工業園區的廣運集團內部裡，指著一張張牆上相片，謝清福滿臉都是欣慰，這些就是廣運多年來打造自動倉儲應用的實績，包括在上海、青島等地，為順豐、海爾等當地客戶建立的客製化解決方案和自動化系統。憑藉台灣的技術和大陸的生產，廣運近年積極前進東南亞市場，想把優勢進一步發揮的淋漓盡致。
據謝清福觀察，越南、泰國等東南亞國家自動化的情況，落後台灣約20年，是非常好開發的市場，廣運目前在北越設有太陽能生產基地和自動化業務基地，並在泰國曼谷設立辦事處，宣示公司拓展東南亞的決心。謝清福充滿信心說：「我們永遠也做不完，就一步一步前進吧！」
更多工商時報報導hold不住！最賣進口車也漲了三引擎催動 金居Q4獲利衝中鋼內銷價 傾向開平低盤"
